SYNC_ID,TIMESTAMP,MAC,CSI_LEN,CSI_VALUES
40,0.4084,ac:15:18:d5:52:64,128,44 -64 2 0 20 8 22 9 20 4 20 5 20 7 20 5 19 4 20 5 18 4 21 4 19 4 20 4 21 5 19 6 21 7 18 6 19 6 18 7 16 7 16 7 15 7 13 6 14 7 13 7 13 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 7 16 8 15 8 17 9 14 8 16 10 16 10 15 10 16 10 15 8 18 11 18 9 17 11 18 10 17 10 17 11 19 10 16 7 17 9 17 9 17 7 18 8 17 5 19 7 20 6 20 8
42,0.4286,ac:15:18:d5:52:64,128,44 -64 2 0 22 0 23 0 21 -2 20 -2 21 -2 21 -3 20 -3 21 -3 19 -3 21 -3 19 -4 20 -4 20 -3 20 -2 21 -2 20 -2 20 -2 20 0 18 -1 17 0 17 0 16 1 16 1 15 1 15 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 17 2 17 3 18 4 19 4 17 3 18 4 19 5 17 4 19 5 18 3 20 6 21 4 20 5 20 4 18 3 20 5 20 3 18 2 19 3 19 2 19 1 20 1 18 0 21 1 22 0 21 1
44,0.4483,ac:15:18:d5:52:64,128,44 -64 2 0 -11 -21 -10 -21 -12 -20 -11 -18 -11 -19 -12 -19 -10 -18 -13 -18 -12 -19 -11 -19 -11 -17 -12 -17 -11 -17 -12 -19 -11 -19 -12 -20 -10 -18 -8 -18 -9 -17 -7 -17 -8 -16 -6 -16 -6 -17 -5 -16 -4 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -5 -17 -5 -17 -6 -19 -5 -19 -5 -18 -4 -19 -5 -20 -4 -18 -5 -20 -4 -19 -3 -22 -4 -22 -3 -21 -4 -21 -4 -19 -6 -22 -6 -20 -7 -19 -6 -19 -7 -20 -7 -19 -9 -19 -8 -18 -7 -21 -9 -21 -7 -20
46,0.4742,ac:15:18:d5:52:64,128,44 -64 2 0 23 15 23 15 23 12 21 12 21 13 22 11 21 11 23 10 22 10 23 11 22 9 22 10 22 10 22 11 22 13 22 12 21 11 20 12 19 11 17 12 17 11 16 11 15 13 14 12 13 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 14 14 15 15 16 15 16 14 16 14 17 15 17 14 16 15 18 15 16 16 20 17 19 15 19 16 18 15 17 17 19 17 17 17 14 17 16 17 16 17 14 20 15 18 12 20 16 22 15 20 15
49,0.4906,ac:15:18:d5:52:64,128,44 -64 2 0 -3 -12 -3 -13 -3 -12 -3 -12 -2 -12 -3 -12 -3 -11 -4 -12 -3 -11 -4 -12 -4 -11 -4 -11 -4 -11 -3 -12 -3 -12 -3 -12 -2 -12 -2 -11 -2 -10 -2 -10 -2 -10 -1 -9 -1 -10 -1 -9 0 -9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 0 -10 0 -10 0 -11 0 -10 1 -11 1 -11 1 -10 1 -11 0 -10 1 -12 1 -12 2 -12 1 -11 1 -11 1 -12 0 -12 -1 -10 0 -11 -1 -11 -1 -11 -1 -11 -2 -11 -1 -12 -2 -12 -1 -13
50,0.5081,ac:15:18:d5:52:64,128,44 -64 2 0 -4 -23 -5 -24 -6 -21 -6 -21 -5 -21 -5 -21 -5 -20 -7 -20 -6 -20 -7 -21 -7 -19 -7 -19 -7 -21 -5 -21 -5 -22 -5 -20 -5 -21 -3 -20 -3 -18 -2 -19 -2 -18 -2 -16 -1 -17 -1 -16 0 -16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -3 -18 -2 -18 -2 -19 -2 -20 -1 -18 -1 -19 0 -19 1 -19 0 -20 0 -19 0 -21 -1 -22 0 -21 -1 -21 -1 -20 -1 -22 -1 -21 -2 -19 -2 -20 -1 -20 -2 -20 -3 -21 -4 -18 -3 -21 -5 -22 -4 -22
53,0.5303,ac:15:18:d5:52:64,128,44 -64 2 0 2 -24 1 -23 0 -23 0 -21 1 -21 0 -22 0 -20 -1 -22 -1 -21 0 -22 -1 -20 -1 -21 0 -20 -1 -22 0 -22 1 -22 0 -20 2 -19 1 -19 2 -18 1 -18 3 -17 3 -17 4 -16 5 -15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 -18 5 -17 5 -19 5 -18 6 -18 6 -18 6 -19 6 -17 6 -19 7 -18 9 -20 7 -20 8 -19 7 -19 6 -18 7 -21 5 -20 4 -19 4 -20 4 -20 4 -20 4 -21 2 -20 4 -21 2 -22 4 -21
55,0.5503,ac:15:18:d5:52:64,128,44 -64 2 0 -15 -18 -15 -17 -17 -16 -15 -15 -15 -16 -16 -15 -15 -15 -17 -14 -15 -15 -16 -15 -15 -14 -15 -14 -15 -14 -17 -15 -15 -16 -16 -16 -14 -15 -13 -15 -13 -14 -11 -14 -12 -13 -10 -13 -9 -15 -8 -14 -7 -14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -9 -16 -9 -16 -10 -17 -10 -17 -9 -17 -8 -17 -10 -18 -9 -16 -9 -18 -9 -18 -9 -21 -9 -20 -8 -20 -9 -19 -9 -17 -11 -20 -11 -18 -11 -17 -11 -17 -12 -18 -12 -16 -13 -16 -12 -16 -12 -19 -14 -18 -12 -18
57,0.5707,ac:15:18:d5:52:64,128,44 -64 2 0 17 -14 17 -13 18 -16 15 -14 16 -13 15 -14 15 -13 14 -16 15 -14 16 -14 14 -13 15 -14 15 -14 15 -14 16 -14 17 -13 16 -13 15 -12 14 -12 14 -9 13 -10 14 -9 15 -8 14 -7 14 -6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 -8 15 -8 17 -8 17 -9 17 -8 16 -7 18 -8 16 -7 18 -9 17 -7 20 -6 20 -7 20 -6 19 -7 17 -7 19 -9 17 -9 16 -10 17 -9 17 -10 16 -10 17 -12 16 -11 18 -11 18 -12 19 -11
59,0.5906,ac:15:18:d5:52:64,128,44 -64 2 0 21 -5 22 -5 20 -8 19 -7 20 -6 20 -7 19 -7 19 -8 18 -7 20 -7 18 -8 19 -8 19 -7 19 -6 20 -6 20 -5 19 -6 19 -4 18 -4 17 -2 17 -3 15 -2 16 -2 15 -1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 -3 17 -2 18 -2 19 -3 17 -2 18 -2 19 -2 18 -1 19 -1 18 -2 21 0 20 -2 20 -1 20 -1 19 -1 21 -1 21 -2 18 -3 19 -2 19 -2 18 -4 20 -4 17 -5 20 -4 21 -5 21 -5
